id,score1,score2,score3,final_score,school_name,school_encoded,cluster,xep_loai
297,5.6,5.7,6.1,5.8,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
298,6.8,6.9,7.4,7.0,Trường THCS Bạch Đằng,4.0,2,Khá
299,9.0,8.9,9.1,9.0,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
300,5.9,6.3,6.3,6.2,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
301,7.1,6.9,7.4,7.1,Trường THCS Colette,16.0,3,Giỏi
302,9.0,9.0,9.5,9.2,Trường THCS Á Châu,6.0,0,Xuất sắc
303,7.0,7.0,6.8,6.9,Trường THCS Nguyễn Du,2.0,2,Khá
304,7.8,8.5,8.3,8.2,Trường THPT Phú Nhuận,9.0,3,Giỏi
305,9.8,9.6,9.8,9.7,Trường THCS Colette,16.0,0,Xuất sắc
306,6.9,7.4,7.9,7.4,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
307,5.7,6.2,6.8,6.2,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
308,6.9,6.7,7.3,7.0,Trường THPT Phú Nhuận,9.0,2,Khá
309,9.0,9.2,8.9,9.0,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
310,7.9,7.4,7.7,7.7,Trường THCS Á Châu,6.0,2,Khá
311,5.0,3.9,4.6,4.5,Trường THCS Bạch Đằng,4.0,1,Yếu
312,6.1,6.2,6.3,6.2,Trường THPT Phú Nhuận,9.0,4,Trung bình
313,6.1,6.3,6.2,6.2,Trường THCS Bạch Đằng,4.0,4,Trung bình
314,7.0,7.1,6.9,7.0,THPT Nguyễn Hữu Cầu,1.0,2,Khá
315,9.5,8.9,9.5,9.3,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
316,6.7,7.0,7.4,7.0,THPT Nguyễn Hữu Cầu,1.0,2,Khá
317,7.7,7.2,8.0,7.6,Trường THCS Á Châu,6.0,2,Khá
318,7.3,6.4,7.0,6.9,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
319,6.2,5.9,6.0,6.0,Trường THCS Bạch Đằng,4.0,4,Trung bình
320,7.5,7.8,8.0,7.8,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
321,6.5,6.6,7.1,6.7,Trường THCS Á Châu,6.0,2,Khá
322,8.1,8.2,8.3,8.2,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
323,8.2,7.6,8.2,8.0,Trường THCS Việt Úc,8.0,2,Khá
324,5.6,5.9,5.8,5.8,Trường THPT Phú Nhuận,9.0,4,Trung bình
325,6.9,6.6,8.1,7.2,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
326,7.0,6.7,6.9,6.9,Trường THPT Phú Nhuận,9.0,2,Khá
327,8.1,8.1,8.4,8.2,Trường THPT Phú Nhuận,9.0,3,Giỏi
328,6.3,6.0,6.6,6.3,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
329,7.0,5.7,6.1,6.3,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
330,7.5,7.3,8.0,7.6,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
331,8.9,8.4,8.9,8.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
332,8.3,8.2,8.3,8.3,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
333,9.0,8.4,8.5,8.6,Trường THPT Gia Định,17.0,0,Xuất sắc
334,8.5,9.1,8.5,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
335,6.4,5.9,5.8,6.0,Trường THPT Trần Phú,7.0,4,Trung bình
336,7.2,7.6,7.8,7.5,Trường THCS Việt Úc,8.0,2,Khá
337,8.1,8.1,8.5,8.2,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
338,7.1,7.1,7.6,7.3,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
339,6.5,6.4,7.0,6.6,Trường THCS Colette,16.0,3,Giỏi
340,7.5,8.1,7.5,7.7,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
341,7.8,7.7,7.8,7.8,Trường THCS Colette,16.0,3,Giỏi
342,5.7,6.1,6.8,6.2,Trường THCS Nguyễn Du,2.0,4,Trung bình
343,7.6,7.4,7.6,7.5,Trường THCS Colette,16.0,3,Giỏi
344,6.4,6.3,6.3,6.3,Trường THCS Nguyễn Du,2.0,4,Trung bình
345,5.9,4.7,6.5,5.7,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
346,8.6,8.6,8.7,8.6,Trường THPT Gia Định,17.0,0,Xuất sắc
347,7.3,7.7,8.0,7.7,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
348,5.3,6.3,6.0,5.9,Trường THCS Việt Úc,8.0,4,Trung bình
349,6.8,6.3,6.9,6.7,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
350,7.1,6.8,7.4,7.1,Trường THCS Nguyễn Du,2.0,2,Khá
351,5.9,5.1,7.0,6.0,Trường THPT Bùi Thị Xuân,11.0,4,Trung bình
352,8.3,8.1,8.1,8.2,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
353,9.8,9.6,9.9,9.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
354,9.1,8.5,8.7,8.8,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
355,6.9,6.0,6.8,6.6,Trường THCS Nguyễn Du,2.0,4,Trung bình
356,7.7,7.4,7.5,7.5,Trường THCS Colette,16.0,3,Giỏi
357,7.6,7.7,7.0,7.4,Trường THPT Gia Định,17.0,3,Giỏi
358,8.1,8.1,8.3,8.2,Trường THCS Colette,16.0,3,Giỏi
359,6.3,5.9,6.5,6.2,Trường THCS Nguyễn Du,2.0,4,Trung bình
360,8.5,8.6,8.9,8.7,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
361,8.1,7.7,8.3,8.0,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
362,7.0,7.8,7.4,7.4,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
363,7.8,7.2,7.9,7.6,Trường THCS Trần Văn Ơn,10.0,2,Khá
364,6.9,7.0,7.6,7.2,Trường THPT Trần Phú,7.0,2,Khá
365,7.2,7.7,7.9,7.6,Trường THPT Phú Nhuận,9.0,2,Khá
366,7.2,6.7,7.4,7.1,Trường THPT Lê Quý Đôn,5.0,2,Khá
367,7.4,7.0,7.6,7.3,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
368,5.2,3.8,4.4,4.5,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
369,7.5,7.6,7.8,7.6,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
370,8.9,8.3,9.4,8.9,Trường THCS Việt Úc,8.0,0,Xuất sắc
371,9.2,8.7,8.6,8.8,Trường THCS Trần Văn Ơn,10.0,0,Xuất sắc
372,7.2,6.9,7.1,7.1,Trường THPT Lê Quý Đôn,5.0,2,Khá
373,8.6,8.0,8.9,8.5,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
374,9.0,8.9,9.3,9.1,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
375,8.6,8.5,9.1,8.7,Trường THCS Việt Úc,8.0,0,Xuất sắc
376,6.3,5.2,6.4,6.0,Trường THCS Bạch Đằng,4.0,4,Trung bình
377,6.8,6.6,7.3,6.9,Trường THCS Hai Bà Trưng,12.0,2,Khá
378,8.0,8.4,8.5,8.3,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
379,9.1,9.3,9.3,9.2,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
380,9.0,8.4,8.3,8.6,Trường THPT Trần Phú,7.0,2,Khá
381,7.4,6.5,7.5,7.1,THPT Nguyễn Hữu Cầu,1.0,2,Khá
382,6.8,6.7,7.3,6.9,Trường THCS Á Châu,6.0,2,Khá
383,8.8,8.4,9.1,8.8,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
384,8.6,8.4,8.0,8.3,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
385,9.5,9.0,9.6,9.4,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
386,7.4,6.7,7.0,7.0,Trường THPT Lê Quý Đôn,5.0,2,Khá
387,5.5,6.0,6.5,6.0,Trường THCS Trần Văn Ơn,10.0,4,Trung bình
388,7.8,8.2,8.3,8.1,Trường THCS Việt Úc,8.0,2,Khá
389,8.0,8.2,8.2,8.1,Trường THCS Nguyễn Du,2.0,2,Khá
390,7.9,8.3,8.5,8.2,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
391,6.9,7.0,6.8,6.9,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
392,6.0,6.0,6.0,6.0,Trường THPT Gia Định,17.0,4,Trung bình
393,8.6,8.6,8.8,8.7,Trường THCS Colette,16.0,0,Xuất sắc
394,8.0,8.5,8.3,8.3,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
395,7.5,8.0,8.3,7.9,Trường THCS Việt Úc,8.0,2,Khá
396,7.8,7.9,7.3,7.7,Trường THPT Gia Định,17.0,3,Giỏi
397,7.4,7.8,7.3,7.5,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
398,8.7,8.4,8.9,8.7,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
399,8.5,8.8,8.8,8.7,Trường THPT Bùi Thị Xuân,11.0,0,Xuất sắc
400,9.9,9.7,9.9,9.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
401,8.6,8.4,8.7,8.6,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
402,7.0,6.4,6.7,6.7,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
403,5.3,5.6,5.7,5.5,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
404,6.8,6.1,6.2,6.4,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
405,7.6,7.3,7.9,7.6,Trường THCS Á Châu,6.0,2,Khá
406,9.4,9.0,9.1,9.2,Trường THPT Gia Định,17.0,0,Xuất sắc
407,7.6,7.7,7.8,7.7,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
408,6.9,6.8,7.1,6.9,THPT Nguyễn Hữu Cầu,1.0,2,Khá
409,8.9,8.5,8.9,8.8,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
410,9.8,9.7,9.8,9.8,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
411,6.8,6.7,6.5,6.7,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
412,8.3,7.7,8.3,8.1,Trường THPT Gia Định,17.0,3,Giỏi
413,8.6,8.0,8.3,8.3,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
414,6.6,6.9,7.5,7.0,Trường THCS Á Châu,6.0,2,Khá
415,4.6,4.2,4.8,4.5,Trường THPT Lê Quý Đôn,5.0,1,Yếu
416,5.5,5.1,5.9,5.5,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
417,9.8,9.8,10.0,9.9,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
418,8.2,8.2,8.2,8.2,Trường THCS Việt Úc,8.0,2,Khá
419,5.9,6.0,6.3,6.1,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
420,5.7,5.9,6.3,6.0,Trường THPT Nguyễn Hữu Huân,13.0,4,Trung bình
421,7.5,7.2,7.6,7.4,THPT Nguyễn Hữu Cầu,1.0,2,Khá
422,9.1,9.2,8.9,9.1,Trường THPT Gia Định,17.0,0,Xuất sắc
423,7.9,7.9,8.4,8.1,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
424,6.9,7.2,7.6,7.2,THPT Nguyễn Hữu Cầu,1.0,2,Khá
425,3.3,5.2,4.9,4.5,Trường THCS Nguyễn Du,2.0,1,Yếu
426,5.5,5.7,6.3,5.8,Trường THCS Colette,16.0,4,Trung bình
427,5.9,5.9,5.8,5.9,Trường THCS Nguyễn Du,2.0,4,Trung bình
428,9.1,9.0,8.9,9.0,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
429,4.2,5.4,4.7,4.8,Trường THPT Lê Quý Đôn,5.0,1,Yếu
430,3.3,4.3,5.8,4.5,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
431,8.2,7.9,8.4,8.2,Trường THCS Colette,16.0,3,Giỏi
432,7.2,7.5,8.2,7.6,THPT Nguyễn Hữu Cầu,1.0,2,Khá
433,9.9,9.9,9.7,9.8,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
434,8.2,7.8,8.5,8.2,Trường THCS Việt Úc,8.0,2,Khá
435,5.8,5.7,6.3,5.9,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
436,6.7,7.6,8.2,7.5,Trường THPT Gia Định,17.0,3,Giỏi
437,7.0,6.9,7.2,7.0,Trường THCS Á Châu,6.0,2,Khá
438,8.5,8.2,9.3,8.7,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
439,9.5,9.0,9.6,9.4,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
440,7.9,7.8,7.5,7.7,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
441,7.8,7.8,8.1,7.9,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
442,6.9,7.3,7.2,7.1,Trường THCS Nguyễn Du,2.0,2,Khá
443,5.0,4.5,5.0,4.8,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
444,9.2,8.2,8.7,8.7,Trường THCS Việt Úc,8.0,0,Xuất sắc
445,9.6,9.4,9.4,9.5,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
446,7.5,7.4,7.7,7.5,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
447,7.8,7.2,7.5,7.5,Trường THPT Phú Nhuận,9.0,2,Khá
448,7.9,7.9,8.0,7.9,Trường THPT Lê Quý Đôn,5.0,2,Khá
449,9.1,9.1,9.4,9.2,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
450,8.0,8.1,8.3,8.1,Trường THCS Colette,16.0,3,Giỏi
451,9.2,9.0,9.5,9.2,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
452,5.9,3.6,4.6,4.7,Trường THPT Lê Quý Đôn,5.0,1,Yếu
453,8.6,8.8,8.5,8.6,Trường THCS Trần Văn Ơn,10.0,0,Xuất sắc
454,5.2,6.2,5.6,5.7,Trường THCS Việt Úc,8.0,4,Trung bình
455,8.6,8.2,9.0,8.6,Trường THCS Á Châu,6.0,2,Khá
456,9.7,9.6,9.8,9.7,Trường THPT Gia Định,17.0,0,Xuất sắc
457,8.3,8.3,8.1,8.2,Trường THCS Bạch Đằng,4.0,2,Khá
458,7.1,6.7,7.2,7.0,Trường THPT Phú Nhuận,9.0,2,Khá
459,9.9,9.8,9.9,9.9,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
460,9.8,9.6,9.8,9.7,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
461,7.3,6.8,7.7,7.3,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
462,6.0,5.3,6.7,6.0,Trường THCS Nguyễn Hữu Thọ,14.0,4,Trung bình
463,9.2,9.1,9.2,9.2,Trường THCS Colette,16.0,0,Xuất sắc
464,6.2,6.2,6.3,6.2,Trường THCS Việt Úc,8.0,4,Trung bình
465,6.4,5.7,5.8,6.0,Trường THCS Nguyễn Du,2.0,4,Trung bình
466,6.0,6.3,6.1,6.1,Trường THPT Bùi Thị Xuân,11.0,4,Trung bình
467,6.4,6.5,6.1,6.3,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
468,8.9,8.6,8.7,8.7,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
469,8.0,8.1,7.8,8.0,Trường THCS Colette,16.0,3,Giỏi
470,9.9,9.5,9.9,9.8,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
471,8.9,8.6,8.4,8.6,Trường THCS Nguyễn Du,2.0,2,Khá
472,9.7,9.7,9.9,9.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
473,7.2,7.5,7.7,7.5,Trường THCS Bạch Đằng,4.0,2,Khá
474,4.8,5.7,6.4,5.6,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
475,9.0,9.0,9.3,9.1,Trường THPT Trần Phú,7.0,0,Xuất sắc
476,7.6,8.0,8.1,7.9,Trường THPT Phú Nhuận,9.0,2,Khá
477,7.2,7.0,7.5,7.2,Trường THCS Bạch Đằng,4.0,2,Khá
478,5.6,5.3,5.7,5.5,Trường THCS Nguyễn Hữu Thọ,14.0,4,Trung bình
479,7.7,8.0,7.4,7.7,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
480,6.5,6.8,7.2,6.8,Trường THCS Á Châu,6.0,2,Khá
481,8.7,8.5,9.2,8.8,Trường THPT Gia Định,17.0,0,Xuất sắc
482,10.0,9.8,10.0,9.9,Trường THCS Trần Văn Ơn,10.0,0,Xuất sắc
483,8.5,8.4,8.9,8.6,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
484,7.7,7.4,8.1,7.7,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
485,9.3,8.9,9.1,9.1,Trường THCS Colette,16.0,0,Xuất sắc
486,6.9,6.7,6.8,6.8,Trường THPT Bùi Thị Xuân,11.0,2,Khá
487,7.9,6.9,8.8,7.9,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
488,9.4,9.1,9.0,9.2,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
489,9.8,9.7,9.9,9.8,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
490,8.5,8.4,8.6,8.5,Trường THCS Colette,16.0,0,Xuất sắc
491,9.0,8.8,9.9,9.2,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
492,5.9,5.8,6.4,6.0,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
493,5.6,5.5,5.8,5.6,Trường THPT Trần Phú,7.0,4,Trung bình
494,4.4,4.3,6.0,4.9,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
495,8.4,8.7,8.8,8.6,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
496,7.7,7.7,8.0,7.8,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
497,6.9,7.3,6.9,7.0,Trường THPT Phú Nhuận,9.0,2,Khá
498,8.8,8.7,8.9,8.8,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
499,8.7,8.7,8.9,8.8,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
500,6.9,6.4,6.9,6.7,Trường THPT Bùi Thị Xuân,11.0,2,Khá
501,6.6,7.4,7.5,7.2,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
502,6.8,7.0,7.1,7.0,Trường THCS Nguyễn Du,2.0,2,Khá
503,6.9,6.9,7.5,7.1,Trường THCS Nguyễn Du,2.0,2,Khá
504,7.1,6.3,7.1,6.8,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
505,9.4,8.7,9.2,9.1,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
506,9.8,9.7,9.8,9.8,Trường THCS Colette,16.0,0,Xuất sắc
507,6.8,6.6,7.3,6.9,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
508,5.2,4.2,4.0,4.5,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
509,9.7,9.6,9.9,9.7,Trường THCS Colette,16.0,0,Xuất sắc
510,8.8,8.6,8.9,8.8,Trường THPT Bùi Thị Xuân,11.0,0,Xuất sắc
511,8.4,8.2,8.6,8.4,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
512,8.7,8.5,8.6,8.6,Trường THCS Hai Bà Trưng,12.0,0,Xuất sắc
513,6.6,5.8,5.5,6.0,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
514,7.2,6.8,6.9,7.0,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
515,7.0,6.6,7.2,6.9,THPT Nguyễn Hữu Cầu,1.0,2,Khá
516,7.5,6.9,8.0,7.5,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
517,8.1,7.6,8.0,7.9,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
518,8.0,7.7,8.0,7.9,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
519,8.0,8.1,8.2,8.1,Trường THPT Trần Phú,7.0,2,Khá
520,6.8,6.6,6.9,6.8,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
521,6.9,6.8,7.2,7.0,Trường THPT Phú Nhuận,9.0,2,Khá
522,8.1,7.7,7.8,7.9,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
523,9.1,9.1,9.5,9.2,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
524,7.6,8.2,7.4,7.7,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
525,8.6,7.9,8.4,8.3,Trường THPT Lê Quý Đôn,5.0,2,Khá
526,8.5,8.2,8.6,8.4,Trường THPT Trần Phú,7.0,2,Khá
527,8.4,7.9,8.2,8.2,Trường THCS Á Châu,6.0,2,Khá
528,7.0,6.6,7.0,6.9,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
529,9.8,9.6,9.9,9.8,Trường THPT Gia Định,17.0,0,Xuất sắc
530,7.9,7.4,7.3,7.5,Trường THCS Bạch Đằng,4.0,2,Khá
531,8.0,8.2,8.6,8.3,Trường THPT Phú Nhuận,9.0,3,Giỏi
532,6.3,6.5,6.0,6.3,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
533,8.7,8.7,8.8,8.7,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
534,2.7,4.0,4.4,3.7,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
535,8.6,7.9,8.1,8.2,Trường THPT Gia Định,17.0,3,Giỏi
536,5.3,3.9,3.6,4.3,Trường THCS Bạch Đằng,4.0,1,Yếu
537,6.0,5.8,5.9,5.9,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
538,9.1,9.2,9.3,9.2,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
539,9.2,9.5,9.0,9.2,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
540,4.8,4.1,4.7,4.5,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
541,6.5,5.7,5.8,6.0,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
542,8.7,7.9,8.2,8.3,Trường THCS Việt Úc,8.0,2,Khá
543,5.3,5.5,3.7,4.8,Trường THPT Lê Quý Đôn,5.0,1,Yếu
544,7.5,6.4,7.7,7.2,Trường THPT Phú Nhuận,9.0,2,Khá
545,5.7,6.1,6.4,6.1,Trường THCS Bạch Đằng,4.0,4,Trung bình
546,4.7,3.8,5.0,4.5,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
547,8.0,8.1,8.4,8.2,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
548,4.9,5.9,6.0,5.6,Trường THPT Nguyễn Thượng Hiền,19.0,4,Trung bình
549,7.0,5.4,6.8,6.4,Trường THCS Trần Văn Ơn,10.0,4,Trung bình
550,8.6,8.8,8.8,8.7,Trường THPT Gia Định,17.0,0,Xuất sắc
551,8.6,8.9,8.5,8.7,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
552,6.1,5.9,6.4,6.1,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
553,8.5,8.4,8.8,8.6,Trường THCS Nguyễn Du,2.0,2,Khá
554,8.3,8.0,8.1,8.1,Trường THPT Trần Phú,7.0,2,Khá
555,6.4,5.6,6.7,6.2,Trường THCS Nguyễn Du,2.0,4,Trung bình
556,6.8,6.4,7.2,6.8,Trường THCS Trần Văn Ơn,10.0,2,Khá
557,7.7,7.3,7.7,7.6,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
558,5.7,6.1,7.2,6.3,Trường THCS Nguyễn Hữu Thọ,14.0,4,Trung bình
559,6.1,5.9,6.0,6.0,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
560,7.3,7.6,7.7,7.5,Trường THPT Lê Quý Đôn,5.0,2,Khá
561,4.6,3.9,4.6,4.4,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
562,6.6,6.7,7.3,6.9,Trường THCS Bạch Đằng,4.0,2,Khá
563,8.6,8.4,8.6,8.5,Trường THPT Trần Phú,7.0,2,Khá
564,4.9,3.0,6.2,4.7,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
565,4.8,4.4,5.4,4.9,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
566,8.7,8.5,8.9,8.7,Trường THCS Colette,16.0,0,Xuất sắc
567,8.3,8.2,8.3,8.3,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
568,7.8,7.1,7.7,7.5,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
569,8.8,8.6,9.0,8.8,Trường THPT Trần Phú,7.0,0,Xuất sắc
570,9.7,9.8,9.7,9.7,Trường THCS Colette,16.0,0,Xuất sắc
571,7.6,7.8,7.5,7.6,Trường THPT Trần Phú,7.0,2,Khá
572,6.9,5.9,5.6,6.1,Trường THCS Nguyễn Du,2.0,4,Trung bình
573,3.9,4.9,6.0,4.9,Trường THPT Lê Quý Đôn,5.0,1,Yếu
574,7.8,7.8,7.8,7.8,Trường THCS Á Châu,6.0,2,Khá
575,6.1,6.0,6.2,6.1,Trường THCS Á Châu,6.0,4,Trung bình
576,6.1,6.1,6.1,6.1,Trường THCS Nguyễn Du,2.0,4,Trung bình
577,4.2,4.1,6.0,4.8,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
578,4.7,5.4,4.6,4.9,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
579,7.2,7.1,7.3,7.2,Trường THPT Lê Quý Đôn,5.0,2,Khá
580,3.5,4.5,4.6,4.2,Trường THCS Việt Úc,8.0,1,Yếu
581,7.2,7.0,6.8,7.0,Trường THPT Bùi Thị Xuân,11.0,2,Khá
582,8.7,7.8,8.4,8.3,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
583,7.2,6.7,7.3,7.1,Trường THPT Bùi Thị Xuân,11.0,2,Khá
584,8.2,7.9,8.7,8.3,Trường THCS Colette,16.0,3,Giỏi
585,9.3,9.1,9.3,9.2,Trường THPT Trần Phú,7.0,0,Xuất sắc
586,7.4,7.3,7.8,7.5,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
587,7.6,7.1,7.3,7.3,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
588,7.5,7.2,7.7,7.5,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
589,7.3,7.8,8.0,7.7,Trường THPT Phú Nhuận,9.0,2,Khá
590,8.8,8.8,8.9,8.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
591,8.8,8.3,9.1,8.7,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
592,7.0,6.8,7.3,7.0,Trường THPT Trần Phú,7.0,2,Khá
593,6.8,6.2,7.1,6.7,Trường THCS Trần Văn Ơn,10.0,2,Khá
594,4.4,4.8,4.2,4.5,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
595,8.2,7.9,8.2,8.1,Trường THPT Phú Nhuận,9.0,3,Giỏi
596,3.1,4.1,4.6,3.9,Trường THPT Nguyễn Hữu Huân,13.0,1,Yếu
